Society_latitude,Society_longitude,Homeland_latitude_of_diasporic_peoples,Homeland_longitude_of_diasporic_peoples,Area_latitude,Area_longitude,Region,Division,Subregion,Area,society,alternative_names,People,People_alternative_names,People2,People3,Preindustrial_Style_clusters,Focal_years,Koppen_climate_terrain,Koppen_code,Preindustrial_Subsistence_taxon,Taxon_id,cantometrics_samplesize,minutage_samplesize,parlametrics_samplesize,phonotactics_samplesize,Language,ISO6393,GlottoID,LevelGlottoID,LangLevParent,FamilyLevGlottocode,Country,Country_id,society_id,C_cid,M_cid,P_cid,Ph_cid,Ch_cid,EA_Prov_name,EA_Prov_#,Culture_Wiki,Society_summary,Notes_1,Notes_2,Culture Sources,"Priority_ranking_for_further_review (see worksheet ""Societies_ranked_for_review"")",HOW WELL WAS THE SOCIETY CHECKED BY KK?,KK_warning_or_question,ADMIN_NOTES_on_how_language_and_D-PLACE_matches_were_assigned,default_DPL_soc_id,default_DPL_PrefName,default_DPL_OrigName,xd_id_1,total_DPLACE_soc_w_xd_id,eHRAF_soc_w_xd_id?,eHRAF_OWC,eHRAF_OWC_Name,eHRAF_SubOWC_in_DPLACE,eHRAF_SubOWC_Name_in_DPLACE,eHRAF_subOWC_FINAL_STATUS_2021,Does_GJB_id_match_multiple_xd_ids,default_DPL_soc_id_2,default_DPL_PrefName_2,default_DPL_OrigName_2,xd_id_2,total_DPLACE_soc_w_xd_id_2,eHRAF_soc_w_xd_id_2?,eHRAF_OWC,eHRAF_OWC_Name,eHRAF_SubOWC_in_DPLACE,eHRAF_SubOWC_Name_in_DPLACE,eHRAF_subOWC_FINAL_STATUS_2021,STATUS_JULY_31_2021,language match checked by KK,D-PLACE match checked by KK,KK_ISSUE
36.47,-105.56,,,34.12,-106.53,North America,United States,Southwest US,New Mexico,Taos,,Tanoan Pueblo,,,Southwest Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1941; 1958; 1960; 1980s,Semi-arid Steppe/ Cold,BSk,I-Pueblo,scfal409,11,,,11,Taos Northern Tiwa,,nort1550,language,nort1550,kiow1265,United States,,26577,26577,,,26577,26577,Apache-Tanoan,161,wiki,"Since ca 1200 C.E, the Taos Pueblo, a Tiwa speaking people, have lived at the base of Taos Mountain in N. New Mexico, where the Great Pueblo Revolt of 1680 was planned. In 1971, the U.S. Government gave the Blue Lake region back to the Taos tribe, the first time in U.S. history that land had been returned to a Native tribe on the basis of religious freedom.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiTaosPueblo @Glottonort1550 @Lomax1961-62Phonotactics,10,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,Language automatically assigned from D-PLACE match,Nh6,Taos,Taos (Nh6),xd1282,2,Yes,NT17,Taos Pueblo,NT17,Taos Pueblo,NT17_NO_2021_NON_DIGITIZED_FICHE_ONLY,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_match; language_assigned_based_on_D-PLACE_match,DONE,DONE,
44.95,-68.65,,,47.32,-68.89,North America,United States/ Canada,N E Woodlands,Wabanahkik Reg,Wabanaki,Mi'kmaq; Maliseet; Passamaquoddy; Abenaki; Penobscot,Wabanaki,,E Algonquian Peoples,Northeast Woodlands Peoples,Circum-Pacific Hunter/ Foragers,1959; 1951-59; 1952-59,Temperate Continental,Dfb,HF-odun (Unclassified Hunters & Fishers W/ O Animal Husbandry),scfal285,11,,,,Eastern Abenaki,,east2544,language,east2544,algi1248,United States,,28337,28337,,,,,Maritime Algonkians,152,wiki,"Members of the Wabanaki Confederacy, the Wabanaki peoples, are in and named for the area which they call Wabanahkik (""Dawnland""), roughly the area that became the French colony of Acadia. In recent official statements, the Confederacy has emphasized common cause with, and acceptance of, alliances with environmental activists toward the goal of protecting their land and waters. They gained powers under the United Nations 2010 Declaration on the Rights of Indigenous Peoples (DRIP) and related treaties which major powers have signed.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiWabanaki @Glottoeast2544,10,VERY WELL,0,"From Wikipedia: ""The Wabanaki Confederacy (Wabenaki, Wobanaki, translated to ""People of the Dawn"" or ""Easterner"") is a North American First Nations and Native American confederation of four principal Eastern Algonquian nations: the Miꞌkmaq, Maliseet, Passamaquoddy, and Penobscot."" KK: Based on song recording locations, Penobscot seems to be the best match for this society.",Ng4,Penobscot,Penobscot (Ng4),xd1253,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,CHECKED_INTENSIVELY,DONE,DONE,
70.67,130.91,,,66.33,97.03,North Eurasia,Siberia,Siberia,Siberian Taiga,Evenki,Tungusic; Evenki; Ewenki; Tunguz,N Tungusic Peoples,,,Tungusic Peoples,Circum-Pacific Hunter/ Foragers,1962,Subarctic,Dfc,AH-Siberia,scfal417,11,,2,,Evenki,ISO 639-3: evn,even1259,language,even1259,tung1282,China; Russia,,27666,27666,,27666,,,,,wiki,"Historically, the Tungus people were established in clans by following their descent along paternal lines. Common forefather spirits were invoked in the prayers when the members of a clan had a communal fire. Every clan had and was guided by a group of elders and the clan shaman.",,,@Murdock1999EA @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoeven1259 @Ethnoevn @WikiEvenks @Lomax1971-72Parlametrics,10,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,D-PLACE match presumed correct based on similarity of society names; language assigned based on D-PLACE society,ec16,Evenk,Evenk (ec16),xd624,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_AND_languages_match,DONE,DONE,
-6.08,149.71,,,-5.78,150.59,Oceania,Melanesia,Bismarck Archipelago,New Britain,Kaulong,Pasismanua; Kowlong,Vitiaz Austronesian,,,Melanesian Peoples,Warm Latitude Gardeners,1962-64,Tropical Rainforest,Af,,,11,,,,Kaulong,ISO 639-3: pss,kaul1240,language,kaul1240,aust1307,Papua New Guinea,,19097,19097,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottokaul1240 @Ethnopss @WikiKaulong,10,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
-5.62,150.89,,,-5.78,150.59,Oceania,Melanesia,Bismarck Archipelago,New Britain,W Nakanai,Maututu,Nakanai-Meramera Austronesian,,,Melanesian Peoples,Warm Latitude Gardeners,1954,Tropical Rainforest,Af,AH-Melanesia,scfal460,11,,,,Nakanai,ISO 639-3: nak,naka1262,language,naka1262,aust1307,Papua New Guinea,,28326,28326,,,,,New Britain and New Ireland,121,wiki,"The Nakanai people live in West New Britain Province, on the island of New Britain, that's located off the east coast of the island of New Guinea. The Nakanais grow their food in gardens, hunting and fishing are also widely practiced. The most significant festival observed by the Nakanais was held to honour the dead.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottonaka1262 @Ethnonak @WikiNakanai,10,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,Language match in GJB corresponds to that assigned by matched D-PLACE society; assume correct.,Ig7,Lakalai,Lakalai (Ig7),xd859,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_AND_languages_match,DONE,DONE,
-6.29,142.23,,,-3.61,141.6,Oceania,Melanesia,Papua New Guinea,Sandaun Prov,Biami,Piame,Bosavi,,,Melanesian Peoples,Warm Latitude Gardeners,,Tropical Rainforest,Af,,,11,,,,Beami,ISO 639-3: beo,beam1240,language,beam1240,bosa1245,Papua New Guinea,,12205,12205,,,,,,,wiki,"The Biami people, numbering roughly five thousand, are indigenous people living in the Western province of Papua New Guinea.",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiBiami @Glottobeam1240,10,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
7.48,134.51,,,7.5,134.56,Oceania,Micronesia,S W Micronesia,"Palau Islands, Rep of Palau",Palau,Palauan; Belau; Pelew,Palauan Austronesian,,,Micronesian Peoples,Warm Latitude Gardeners,1950;,Tropical Rainforest,Af,AH-Western Maritimes,scfal484,11,,1,,Palauan,ISO 639-3: pau,pala1344,language,pala1344,aust1307,Federated States of Micronesia,,23354,23354,,23354,,23354,Palau and Marianas,115,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Ethnopau @WikiPalau @Glottopala1344 @Lomax1971-72Parlametrics,10,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,D-PLACE match presumed correct based on similarity of society names; language assigned based on D-PLACE society,If1,Palauans,Palauans (If1),xd824,2,Yes,OR15,Belau,OR15,Belau,OR15_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_AND_languages_match,DONE,DONE,
-4.81,-65.35,,,5.69,-65.52,South America,N South America,Orinoco Basin,Amazonas/ Bolivar,So’to,Makiritare; Maiongong; Maquiritare; Soto; Ye'kuana; Yekuana; Dekuana; Yecuana; Ye'kwana; Ye'Kuana; Yequana,Guianan Cariban,,,Orinoco Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1964,Tropical Rainforest/ Monsoon,"Af, Am",HF-South America,scfal196,11,8,1,,Ye'kwana,ISO 639-3: mch,maqu1238,language,maqu1238,cari1283,Venezuela,,29030,29030,29030,29030,,29030,Southeast Venezuela,177,wiki,"The So’to of the tropical rain forest live along rivers in Brazil and Venezuela, practicing shifting cultivation, fishing, and hunting. They weave intricate baskets and men must prove their weaving skills before marriage. Villagers lived in one big woven circular house given to them by Wanadi, their god. Hunting tapir, deer, peccaries, anteaters, male alligators, armadillos, and turtles by tracking and communal drive is preeminent over fishing. Men fish with harpoon arrows or join their women in fishing with hook and line (barbasco). Earthworms, leafcutter ants, palm-borer larvae, turtle eggs, frogs, and wild fruits and vegetables constitute much-appreciated seasonal fare.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottomaqu1238 @Ethnomch @WikiYe'kuana @Lomax1966-72Minutage @Lomax1971-72Parlametrics,1,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,Language match in GJB corresponds to that assigned by matched D-PLACE society; assume correct.,Sc16,Ye'kuana,Yekuana (Sc16),xd1342,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_AND_languages_match,DONE,DONE,
-1.55,-73.11,,,-2.32,-71.45,South America,N W South America,W Amazon Basin,Colombian Amazon/ Peruvian Amazon,Bora Witoto,Huitoto,Witoto,,,Amazon Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1952; 1953-63,Tropical Rainforest,Af,I-Amazon,scfal335,11,,,,Murui Huitoto,,muru1274,language,muru1274,huit1251,Colombia; Peru,,12530,12530,,,,,Caqueta,182,wiki,"The Bora Witoto are a subgroup of the Witotoan tribes of the Upper Amazon. Their patrilocal communities are composed of large multifamily houses. They sing and dance both ritually and recreationally, with many kinds of flutes, panpipes, rattles, sacred bark trumpets, and signal drums used to transmit messages over great distances.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiWitoto @Glottomuru1274,2,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,D-PLACE match presumed correct based on similarity of society names; language assigned based on D-PLACE society,Se6,Witoto,Witoto (Se6),xd1370,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_match; language_assigned_based_on_D-PLACE_match,DONE,DONE,
-10.21,-72.32,,,-9.29,-73.96,South America,N W South America,W Amazon Basin,Peruvian Amazon,Amahuaca,Amaguaco; Amawaka; Ipitineri; Sayaco; Yora,Panoan,,,Amazon Indigenous Peoples,Nuclear America,1960; 1961,Monsoon,Am,I-Eastern,scfal344,11,,,,Amahuaca,ISO 639-3: amc,amah1246,language,amah1246,pano1259,Peru,,10407,10407,,,,,Jurua-Purus,184,wiki,"The Amahuaca are indigenous to the Peruvian montaña, living in relative isolation along the upper reaches of the Inuya, Sepahua, Purus, and Yurua rivers. They have no headmen or shamans; all Amahuacans have some level of congress with the spirits (yoshi) around which their spiritual life revolves, occurring naturally in dreams, or intentionally heightened by hallucinogens. Today the Amahuaca are hunters, farmers, lumber and oil industry workers, and harvest and process Brazil Nuts.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoamah1246 @Ethnoamc @WikiAmahuaca,10,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,D-PLACE match based on name; language from D-PLACE match,Se8,Amahuaca,Amahuaca (Se8),xd1372,2,Yes,SE06,Amahuaca,SE06,Amahuaca,SE06_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_AND_languages_match,DONE,DONE,
31.92,68.82,,,33.28,70.08,South Asia,Afghanistan/ Pakistan/ India,Hindu Kush/ Karakoram,Pashtunistan,Pashtun,Pathan; Wardak,Pashtun /Iranian (Ethnic Peoples),,Himalayas/ Khyber Peoples,Indo-Aryan Northwestern,Old Eurasia,1951; 1956; 1960; 1961; 1964; 1950s,Semi Arid Steppe Hot ,BSh,PA-Middle East,scfal1179; scfal1180,11,,1,,Northern Pashto,,nort2646,language,nort2646,indo1319,Pakistsn,,23497,23497,,23497,,23497,Afghanistan,71,wiki,"The Pathan are a Pashtun people living in Northern Pakistan and Afghanistan. Some live as nomads, herding goats and camels; others farm wheat, barley, and corn. Many also work as traders, moneylenders, or seasonal laborers. They cling to their cultural traditions and tribal customs, especially values of hospitality, protection of guests and refugees, and defense of family and clan honor.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiPashtuns @Glottonort2646 @Lomax1971-72Parlametrics,10,VERY WELL,SEE CORRECTIONS WORKSHEET,"Note, the song lat lon extend over a fairly large area, but all seem to be northern-Pashto speaking areas. (see KK_Issue22)",Ea2,Yusufzai,Pathan (Ea2),xd601,1,Yes,AU04,Pashtun,AU04,Pashtun,AU04_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,CHECKED_INTENSIVELY,SEE_CORRECTION,SEE_CORRECTIONS_TAB,Issue22
31.11,77.17,,,26.29,84.1,South Asia,India,N C India/ N Central Tribes Area,Bihar/ Uttar Pradesh,Bhojpuri,Himchal Pradesh,Bihari (Ethnic Peoples),,Gangetic Plain Peoples,Indo-Aryan Northern,Old Eurasia,1971-78,Humid Subtropical,Cwa,,,11,,,,Bhojpuri,ISO 639-3: bho,bhoj1244,language,bhoj1244,indo1319,India,,16792,16792,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Ethnobho @WikiBhojpuri @Glottobhoj1244,10,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
22.56,88.36,,,22.9,87.75,South Asia,India/ Bangladesh,Bay of Bengal,Bengal,Kanyapur,Gondogram,Bengalis,,West Bengal Peoples,Indo-Aryan Eastern,Old Eurasia,1963-64,Tropical Savannah,Aw,PA-Middle East,scfal1148,11,,,,Bengali,ISO 639-3: ben,beng1280,language,beng1280,indo1319,Bangladesh; India,,16039,16039,,,,,,,wiki,,,,@Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottobeng1280 @Ethnoben @WikiKolkata,4,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
32.21,76.32,,,27.56,88.35,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Sikkim,Monastic Lama,Monastics,Tibetan Buddhists,,Himalayan Peoples,Sino-Tibetan Peoples,Old Eurasia,1955; 1961; 1950-1959; 1950-59,"Temperate, Dry Winter, Warm Summer",Cwb,,,11,4,,,Classical Tibetan,,clas1254,language,clas1254,sino1245,China,,30050,30050,30050,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiLama @Glottoclas1254 @Lomax1966-72Minutage,3,"WELL, BUT GIS MAPS NOT USED",0,"Note-matched to language ""Classical Tibetan"", which is extinct as an L1, but it seems like a liturgical language is likely a match here?",NONE,NONE,NONE,NONE,NONE,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Prelim_check_GIS_not_used,DONE,DONE,
24.52,121.39,,,23.77,120.9,Southeast Asia,Island S E Asia,Taiwan,C Taiwan,Seediq,Atayal-Sediq; Sazek; Seejiq; Sediq,Seediq,,,Taiwanese Indigenous Peoples,Warm Latitude Foragers,1943; 1994; 1980s;,Warm Oceanic Humid Subtropical,Cfa,,,11,,,,Seediq,ISO 639-3: trv,taro1264,language,taro1264,aust1307,China,,30182,30182,,,,,,,wiki,"The Atayal are found mostly in the central and northern Taiwan. They live by fishing, hunting, gathering, and growing crops. Traditionally both men and women receive facial tattoos during initiation, and men receive another following the birth of their child.",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiSeediq @Glottotaro1264,10,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
9.54,118.51,,,9.39,118.25,Southeast Asia,Island S E Asia,W Philippines,Palawan,Tagbanua,Tagbanwa,Tagbanua Peoples,,,Philippines Indigenous Peoples,Warm Latitude Foragers,1955,Monsoon,Am,AH-Island Malay,scfal541,11,,,,Tagbanwa,ISO 639-3: tbw,tagb1258,language,tagb1258,aust1307,Philippines,,26379,26379,,,,,Philippines,99,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiTagbanwa @Glottotagb1258,9,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,D-PLACE match based on name; language from D-PLACE match,Ia7,Tagbanua,Tagbanua (Ia7),xd747,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_AND_languages_match,DONE,DONE,
1.86,103,,,3.87,102.15,Southeast Asia,Mainland S E Asia,Indochinese Peninsula,Malay Peninsula,Malay,Melayu,Malay Peoples,,,Malay Peoples,Malaysians; Warm Latitude Foragers,1959; 1962,Tropical Rainforest,Af,PA-East Asian Irrigation,scfal1074,11,,1,,Colloquial Malay,,mala1479,language,mala1479,aust1307,Malaysia,,20571,20571,,20571,,20571,Malaya and Sumatra,102,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiMalays @Glottomala1479 @Lomax1971-72Parlametrics,1,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,D-PLACE match presumed correct based on similarity of society names; language assigned based on D-PLACE society,Ej8,Malays,Malays (Ej8),xd730,1,Yes,AN05,Malays,AN05a,Malays,AN05a_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_match; language_assigned_based_on_D-PLACE_match,DONE,DONE,
20.79,93.97,,,21.49,95.76,Southeast Asia,Mainland S E Asia,Indochinese Peninsula,Myanmar,Burmese,Myanmar; Birmania; Birmanie; Myanmarese,Bamar,,,Burmese Peoples,Old Eurasia,1951; 1973-4,Tropical Savannah,Aw,PA-East Asian Irrigation,scfal1065,11,7,2,,Burmese,ISO 639-3: mya,nucl1310,language,nucl1310,sino1245,Myanmar,,12849,12849,12849,12849,,12849,South Burma,89,wiki,The Bamar people (also commonly known as the Burmese and Burmans) are a Sino-Tibetan indigenous group and nation native to Myanmar. They are the dominant and largest group of the country. ,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottonucl1310 @Ethnomya @WikiBamar @Lomax1966-72Minutage @Lomax1971-72Parlametrics,5,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,D-PLACE match based on name; language from D-PLACE match,Ei3,Burmese,Burmese (Ei3),xd709,2,Yes,AP04,Burmans,AP04,Burmans,AP04_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_AND_languages_match,DONE,DONE,
18.39,106.76,,,21.31,106.03,Southeast Asia,Mainland S E Asia,Indochinese Peninsula,S China/ Vietnam,Kinh (Vietnamese),Kinh,Vietnamese,,,Austroasiatic Peoples,Old Eurasia,1937; 1951; 1955; 1966; 1950s; unknown,Humid Subtropical,Cwa,PA-East Asian Irrigation,scfal1083,11,,,,Vietnamese,ISO 639-3: vie,viet1252,language,viet1252,aust1305,China; Vietnam,,28271,28271,,,,28271,Vietnam and Hainan,97,wiki,"The Vietnamese people are a Southeast Asian indigenous group native to current-day northern Vietnam. The Vietnamese, or also known as Kinh, people are an Austroasiatic people. It is believed that they originated somewhere in present-day southern China.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiVietnamesePeople @Glottoviet1252,3,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,Language match in GJB corresponds to that assigned by matched D-PLACE society; assume correct.,Ej4,Annamese,Annamese (Ej4),xd726,2,Yes,AM11,Vietnamese,AM11,Vietnamese,AM11_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_AND_languages_match,DONE,DONE,
31.11,30.53,,,26.79,28.96,Western Asia,Berber & Semitic North Africa,E Sahara - Berber & Semitic,Egypt,Egypt,Egyptian,Egyptians,,Egypians,North African Arabic Speaking Peoples,Old Eurasia,1952; 1956; 1958; 1960s; 1963-64; 1970s,Desert Hot,BWh,PA-Middle East,scfal1145,11,,,,Egyptian Arabic,ISO 639-3: arz,egyp1253,language,egyp1253,afro1255,Egypt,,14994,14994,,,,14994,Arabs of North Africa,49,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoegyp1253 @Ethnoarz @WikiEgyptians,5,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,D-PLACE match presumed correct based on similarity of society names; language assigned based on D-PLACE society,Cd2,Egyptians,Egyptians (Cd2),xd518,2,Yes,MR13,Fellahin,MR13,Fellahin,MR13_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_AND_languages_match,DONE,DONE,
39.44,47.31,,,36.02,43.6,Western Asia,Middle East,Mesopotamia,S Kurdistan,Barzani Kurd,Kurdish,Kurds,,,Kurdish Peoples,Old Eurasia,1953; 1940-60,Humid Continental,Dsb,PA-Middle East,scfal1165,11,,,11,Central Kurdish,,cent1972,language,cent1972,indo1319,Iraq,,19328,19328,,,19328,19328,North Iran,62,wiki,"Kurdish settlements are in Iraq, Syria, Turkey, Georgia, Armenia",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiBarzaniKurds @Glottocent1972 @Lomax1961-62Phonotactics,6,"WELL, BUT GIS MAPS NOT USED",0,Matched to EA Ci11 based on near perfect match of Cantometrics song lat/long to EA lat/long. But see also GJB 30017; 62467; 62468; 62469; 19317 (not currently matched to Ci11),Ci11,Kurd,Kurd (Ci11),xd576,2,Yes,MA11,Kurds,MA11,Kurds,MA11_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Prelim_check_GIS_not_used,DONE,DONE,
-0.93,34.49,,,-0.98,33.95,Africa,East Africa,Great Lakes Africa,W Kenya/ N Tanzania/ N Uganda,Luo,Joluo; Kavirondo,E Luo Nilotes,,,East African Peoples,African Pastoralists,1950,"Tropical Rainforest, Monsoon","Af, Am",AH-Savannah,scfal876,12,10,,,Luo (Kenya and Tanzania),ISO 639-3: luo,luok1236,language,luok1236,nilo1247,Tanzania,,20241,20241,20241,,,,Northern Nilotes,37,wiki,"The Luo are the third largest ethnic group in Kenya. They are known as excellent fishermen, but also engage in farming and pastoral herding. Luo men have a separate hut where they discuss political and community issues and women are not allowed. Although most Luo are Christians, they hold to their traditional belief that the spirit of their ancestors reside in heaven and communicate with them through dreams. Misfortune may be caused by troublesome spirits who feel they are not properly remembered.The Luo live on flatlands close to L Victoria in W Kenya and N Tanzania. They are fishermen and also settled agriculturists. Commonly, each Luo group is an sovereign political unit governed by a superior clan or lineage.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoluok1236 @Ethnoluo @WikiLuo @Lomax1966-72Minutage,9,FAIRLY WELL,0,Match based on name,Aj6,Luo,Luo (Aj6),xd411,1,Yes,FL11,Luo,FL11,Luo,FL11_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,CHECKED_FAIRLY_WELL,DONE,DONE,
