Cu_lat,Cu_long,Area_lat,Area_long,Region,Division,Subregion,Area/Kingdom,Culture,Alt_culture_names,Arensberg-Lomax_clusters,Focal_years,C_sample_size,Koppen_climate_terrain,Koppen_code,Arensberg/Lomax_taxon,Taxon_id,Language,Lang_Family,Lang_Family_Tree,ISO_code,Glottocode,Country,culture_id,D-Place_Id,People/Culture
26.84,80.94,27.38,80.0,South Asia,India,N C India/ N Central Tribes Area,Uttar Pradesh,Uttar Pradesh,,Old Eurasia,1972; 1972-99,9.0,"Temperate, Dry Winter, Hot Summer",Cwa,PA-Middle East,scfal1202,Hindi,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Western Hindi, Hindustani",ISO 639-3: hin,hind1269,India,28117,,
25.28,82.96,25.28,82.96,South Asia,India,N C India/ N Central Tribes Area,"Varanasi, Uttar Pradesh",Benares,Banaras; Varanasi; Kashi,Old Eurasia,1952; 1972,7.0,"Temperate, Dry Winter, Hot Summer",Cwa,,,Hindi,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Western Hindi, Hindustani",ISO 639-3: hin,hind1269,India,12024,,
27.02,74.21,26.26,74.03,South Asia,India,N W India,Rajasthan,Rajasthan,,Old Eurasia,1953; 1954; 1976; 1948-1950,8.0,Semi Arid Steppe Hot ,BSh,,,Rajasthani,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Gujarati-Rajasthani",,raja1256,India,24157,,"India’s largest state geographically, Rajasthan contains most of the Thar Desert and has rich and varied folk culture from villages as well as distinctive cultivated classical music and dance styles. Living in and near the desert has shaped Rajasthani cuisine, art, and music, and given rise to the wintertime desert festival, celebrated with song, dance, puppetry, acrobatics, folk performances, and camels."
15.51,73.82,15.38,73.98,South Asia,India,Western Ghats,Goa,Portuguese Goa,Goan; Goenkar; Goesa; Govekar,Western Europe,1957,1.0,Monsoon,Am,,,Portuguese,Indo-European,"Indo-European, Italic, Latinic, Romance, Western Romance, Galician Romance, Macro-Portuguese",ISO 639-3: por,port1283,India,23926,,
22.29,70.76,22.31,71.36,South Asia,India,Western Ghats,Gujarat,Saurashtra,Gauri,Old Eurasia,1957,1.0,Semi Arid Steppe Hot ,BSh,,,Saurashtra,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Gujarati-Rajasthani, Gujaratic",ISO 639-3: saz,saur1248,India,15731,,
10.85,76.27,9.8,76.58,South Asia,India,Western Ghats,Kerala,Kerala,Keralam,Old Eurasia,1957; 1961; 1968,14.0,Monsoon ,Am,PA-Middle East,scfal1161,Malayalam,Dravidian,"Dravidian, South Dravidian, Tamil-Kannada, Tamil-Malayalam, Malayamoid",ISO 639-3: mal,mala1464,India,18371,,
11.42,77.02,11.37,76.76,South Asia,India,Western Ghats,Nilgiri Mtns,Toda,,Warm Latitude Gardeners,1989; 1948-1950,9.0,Tropical Savannah,Aw,P-African Cattle Nomads,scfal1008,Toda,Dravidian,"Dravidian, South Dravidian, Tamil-Kannada, Tamil-Toda",ISO 639-3: tcx,toda1252,India,27259,,
23.25,77.41,23.04,74.36,South Asia,India,Western Ghats/ N W India,Gujarat/ Madhya Pradesh/ Maharashtra/ Rajasthan,Bhil,Bheel,Warm Latitude Gardeners,1948-1950,1.0,Tropical Savannah,Aw,PA-Middle East,scfal1138,Bhil,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Subcontinental Central Indo-Aryan",,bhil1254,India,12145,,
11.61,92.66,12.61,92.82,South Asia,India/ Bangladesh,Bay of Bengal,Andaman Islands,Jarawa,Andamanese; Negrito,Warm Latitude Foragers,1953,1.0,Tropical Rainforest,Af,C-Africa,scfal2,Jarawa (India),Jawara-Onge,Jawara-Onge,ISO 639-3: anq,jara1245,Bangladesh; India,10583,,
24.01,90.12,22.9,87.75,South Asia,India/ Bangladesh,Bay of Bengal,Bengal,Bengal,Bangla; Bongo,Old Eurasia,1951; 1952; 1953;,8.0,Tropical Savannah,Aw,PA-Middle East,scfal1136,Bengali,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Indo-Aryan Eastern Zone, Oriya-Gauda-Kamrupa, Gauda-Banga",ISO 639-3: ben,beng1280,India,12046,,
22.56,88.36,22.9,87.75,South Asia,India/ Bangladesh,Bay of Bengal,Bengal,Kanyapur,Gondogram,Old Eurasia,1963-64,11.0,Tropical Savannah,Aw,PA-Middle East,scfal1148,Bengali,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Indo-Aryan Eastern Zone, Oriya-Gauda-Kamrupa, Gauda-Banga",ISO 639-3: ben,beng1280,Bangladesh; India,16039,,
24.98,92.01,25.96,89.97,South Asia,India/ Bangladesh,N E India/ N E Tribes Area,Assam/ Meghalaya/ N Bangladesh,A·chik Mande,A·chik Mande,Warm Latitude Gardeners,1981,6.0,Monsoon,Am,AH-Upland South Asia,scfal553,Garo,Sino-Tibetan,"Sino-Tibetan, Brahmaputran, Bodo-Garo",ISO 639-3: grt,garo1247,Bangladesh; India,15709,,"The Garo are one of India’s oldest indigenous tribes--matrilineal Tibetan-Burmese who migrated to the Madhupur Forest in Central Bangladesh a thousand years ago. They also live in the hills of Assam and Meghalaya, India."
22.42,86.34,23.0,85.0,South Asia,India/ Bangladesh,N E India/ N E Tribes Area,Jharkand,Bhumij,,Warm Latitude Gardeners,1953,17.0,Tropical Savannah,Aw,,,Mundari,Austroasiatic,"Austroasiatic, Mundaic, Mundaric, Ho-Mundari",ISO 639-3: unr,mund1320,India,12178,,"The Bhumij are Adivasi agriculturalists from the Chota Nagpur Plateau who speak the Mundari language. ""Bhumij' translates to ""one who is born from the soil."""
24.46,86.47,23.0,85.0,South Asia,India/ Bangladesh,N E India/ N E Tribes Area,Jharkand,Kurukh,Uraon; Oran; Oram,Warm Latitude Gardeners,1948-1950,3.0,Tropical Savannah,Aw,PA-Middle East,scfal1176,Kurukh,Dravidian,"Dravidian, North Dravidian, Kurux-Malto, Kurux",ISO 639-3: kru,kuru1302,India,23145,,
25.04,87.18,23.0,85.0,South Asia,India/ Bangladesh,N E India/ N E Tribes Area,Jharkand,Munda,Mundari; Mura; Mudas,Warm Latitude Gardeners,1953;,7.0,Tropical Savannah,Aw,,,Mundari,Austroasiatic,"Austroasiatic, Mundaic, North Munda, Mundaric",ISO 639-3: unr,mund1320,India,21869,,The Munda are casteless Adivasi agriculturalists from the Chota Nagpur Plateau unified by the Mundari language. They practice the nature based Sarnastic religion.
25.03,87.82,23.0,85.0,South Asia,India/ Bangladesh,N E India/ N E Tribes Area,Jharkand,Santhal Munda,Santal; Santhal; Satar; Sontal; Sonthal,Warm Latitude Gardeners,1948-1950,1.0,"Temperate, Dry Winter, Hot Summer",Cwa,PA-East Asian Irrigation,scfal1079,Santali,Austroasiatic,"Austroasiatic, Mundaic, North Munda, Kherwarian",ISO 639-3: sat,sant1410,India,24916,,"The Santhal are a scheduled tribe from the Terai area of India and Nepal. Santhal religion has been well documented, and includes the belief in Marang buru, or Bonga, as the Supreme Deity. Though, the weight of belief falls on a court of spirits (Bonga), who handle different aspects of the world and who are placated with prayers and offerings in order to ward off evil influences. These spirits operate at the village, household, ancestor, and sub-clan level, along with evil spirits that cause disease and can inhabit village boundaries, mountains, water, tigers, and the forest. They speak Santali, a Munda language."
24.82,93.95,24.67,93.6,South Asia,India/ Bangladesh,N E India/ N E Tribes Area,Manipur,Meitei,Meetei; Manipuri,Old Eurasia,1951,9.0,"Temperate, Dry Winter, Hot Summer",Cwa,Unclassified Complex Producers,scfal1210,Manipuri,Sino-Tibetan,"Sino-Tibetan, Kuki-Chin-Naga",ISO 639-3: mni,mani1292,India,21176,,
26.15,94.56,26.03,95.01,South Asia,India/ Bangladesh,N E India/ N E Tribes Area,Naga Hills,Angami Naga,,Warm Latitude Gardeners,1953; 1961,3.0,"Temperate, Dry Winter, Hot Summer",Cwa,AH-Upland South Asia,scfal547,Angami Naga,Sino-Tibetan,"Sino-Tibetan, Kuki-Chin-Naga, Angami-Chokri",ISO 639-3: njm,anga1288,Bangladesh; India,10627,,
27.63,94.35,28.19,94.35,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Arunachal Pradesh,Adi,Abor; Bokar; Bori; Minyong; Pasi; Padam; Aboe,Warm Latitude Gardeners,1953,7.0,"Cold, Dry Winter, Cold Summer",Dwc,AH-Upland South Asia,scfal544,Bori-Karko,Sino-Tibetan,"Sino-Tibetan, Macro-Tani, Eastern Tani, Tani",ISO 639-3: adi,bori1243,India,10077,,"The Adi live in a remote area in the northeast of India. The inhospitable territory has protected the culture from outside influence. The name Adi means ‘hill’ or ‘mountain top.’ They are subsistence farmers who cultivate rice and hunt in the rich forests nearby. They live in villages headed by village councils, where community members have a voice and decisions are made democratically. The Adi practice animism, believing that spirits can easily be offended and incantations and animal sacrifices must be offered to fend off illness."
31.11,77.17,31.97,76.87,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Himachal Pradesh,Kullu,Kulu; Himchal Pradesh,Old Eurasia,1978,7.0,Semi Arid Steppe Hot/ Tundra,"BSh, ET",,,Kullu Pahari,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Himachali",ISO 639-3: kfx,kull1236,India,19196,,
34.17,74.33,33.67,76.18,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Jammu & Kashmir,Kashmiri Dards,,Old Eurasia,1957; 1962,2.0,"Temperate, Dry Summer, Hot Summer",Cfa,PA-Middle East,scfal1160,Kashmiri,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Indo-Aryan Northwestern zone",ISO 639-3: kas,kash1277,India; Pakistan,18173,,
27.67,85.63,28.16,83.96,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Nepal,Bhotiyas,Bhot,Old Eurasia,1959,4.0,Semi Arid Steppe Cold,BSk,,,Kenhatic,Sino-Tibetan,"Sino-Tibetan, Bodic, Bodish, Early Old Tibetan",,kenh1234,Nepal,12156,,"The Bhotiya or Bhot are groups of ethno-linguistically conneted to Tibetans. The word Bhotiya derives from the classical Tibetan name for Tibet, Bod. The Bhotiya might be the initial immigrants to north Oudh (North Indian region) in the period of Nawab Asaf-Ud-Dowlah (1775 to 1797)."
27.67,85.63,28.16,83.96,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Nepal,Gurung,Tamu,,1958,2.0,"Temperate, Dry Winter, Warm Summer",Cwb,,,Gurung,Sino-Tibetan,"Sino-Tibetan, Bodic, Tamangic, Gurungic",ISO 639-3: gvr,guru1261,Nepal,50279,,Gurung is one of the 59 indigenous nationalities in Nepal. The name Gurung came from the Tibetan word ‘Grong’ which translates as farmers. Gurung identify themselves as ‘Tamu’ which interpreted as horseman from the Tibetan language.
27.59,87.62,28.16,83.96,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Nepal,Nepalese,Gurkha; Gorkha; Gorkhali,Old Eurasia,1957,1.0,"Temperate, Dry Winter, Hot Summer",Cwa,,,Nepali,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Eastern Pahari",ISO 639-3: npi,nepa1254,Nepal,22386,,
27.67,85.63,28.16,83.96,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Nepal,Sherpa,,Old Eurasia,1958; 1959,3.0,"Temperate, Dry Winter, Warm Summer",Cwb,PA-Middle East,scfal1187,Solu-Khumbu Sherpa,Sino-Tibetan,"Sino-Tibetan, Bodic, Bodish, Early Old Tibetan, Sherpaic",ISO 639-3: xsr,sher1255,Nepal,25378,,
27.67,85.63,28.16,83.96,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Nepal,Tamang,Tamag,Old Eurasia,1958,1.0,"Cold, Dry Winter, Cold Summer",Dwc,,,Nuclear Tamang,Sino-Tibetan,"Sino-Tibetan, Bodic, Kaike-Ghale-Tamangic, Tamangic",,nucl1729,Nepal,26489,,"The Tamang people are considered to be as one of the indigenous communities of Nepal. Distinctive to Tamang folks are unique and complex marriage restrictions within the society. The Tamang people have a distinct genre of music, "" Tamang Selo"", which is performed with the Damplu instrument (musical instrument similar to a large tambourine), also known as Damphoo Dance, having a vigorous motion and rhythmic beat particular to the Tamangs."
27.58,84.41,28.16,83.96,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Nepal,Tharu,Tamilan; Thamizhar,Warm Latitude Gardeners,,2.0,"Temperate, Dry Winter, Hot Summer",Cwa,,,Chitwania Tharu,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Bihari, Tharuic",ISO 639-3: the,chit1274,Nepal,26995,,
32.21,76.32,27.56,88.35,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Sikkim,Monastic Lama,Monastics,Old Eurasia,1955; 1961; 1950-1959; 1950-59,13.0,"Temperate, Dry Winter, Warm Summer",Cwb,,,Tibetan,Sino-Tibetan,"Sino-Tibetan, Bodic, Bodish, Early Old Tibetan",ISO 639-3: bod,tibe1272,China,30050,,
29.64,91.11,30.08,88.5,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Tibet,Tibetans,,Old Eurasia,1955; 1959; 1961; 1973; 1950-59; 1954-55;,22.0,"Arid Desert Cold/ Cold, Dry Winter, Cold Summer",BWk/ Dwc,PA-Middle East,scfal1197,Tibetan,Sino-Tibetan,"Sino-Tibetan, Bodic, Bodish, Early Old Tibetan, Central Tibetan",ISO 639-3: bod,tibe1272,China,27028,,"According to the rule of feudal serfdom, which contains both political and religious powers, lmost all aspects of Tibetan life such as social life, customs and habits hold evident marks of their historical traditions and unique culture. As a directive, a Tibetan person goes only by his/ her first name and not family name, and by the name you can determine person's gender. Lhasa, literally 'place of the gods,' has been the center of Tibetan Buddhism for centuries. Prior to 1950, lamas from local monasteries made up almost half the population."
30.51,78.72,30.17,78.85,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Uttarakhand,Garhwal,Garhwali,Old Eurasia,1953,2.0,"Temperate, Dry Summer, Warm Summer/ Cold Dry Winter, Warm Summer",Csb/ Dwb,,,Garhwali,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Indo-Aryan Northern Zone, Central Pahari",ISO 639-3: gbm,garh1243,India; Nepal; Pakistan; Tibet,15720,,
30.56,77.91,30.17,78.85,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Uttarakhand,Jaunsari,Jaunsar,Warm Latitude Gardeners,1953,2.0,"Temperate, Dry Summer, Warm Summer/ Cold Dry Winter, Warm Summer",Csb/ Dwb,,,Jaunsari,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Himachali",ISO 639-3: jns,jaun1243,Inda; Pakistan,17546,,
30.08,78.26,30.17,78.85,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Uttarakhand,Vedanta,,Old Eurasia,1962,1.0,"Temperate, Dry Summer, Warm Summer/ Cold Dry Winter, Warm Summer",Csb/ Dwb,,,Hindi,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Western Hindi, Hindustani",ISO 639-3: hin,hind1269,India; Nepal; Pakistan; Tibet,22760,,
25.31,82.97,32.35,75.45,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills/ Indus Valley,"Jammu & Kashmir/ Punjab, India",N India Muslim,India-Muslim,Old Eurasia,1953,1.0,"Cold, No Dry Season, Warm Summer",Dfb,,,Urdu,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Western Hindi, Hindustani",ISO 639-3: urd,urdu1245,India; Nepal; Pakistan; Tibet,22639,,
-6.27,106.79,-7.35,109.71,Southeast Asia,Island S E Asia,Greater Sundas,Java,South Jakarta,Wòng Jåwå; Tiyang Jawi; Suku Jawa,Old Eurasia,1952; 1963; 1955-60;,16.0,Monsoon,Am,PA-East Asian Irrigation,scfal1070,Javanese,Austronesian,"Austronesian, Malayo-Polynesian, Javanesic",ISO 639-3: jav,java1254,Indonesia,17557,,
-2.78,111.14,0.07,114.52,Southeast Asia,Island S E Asia,Greater Sundas,"Kalimantan, Borneo",Dayak,Dayuh; Dyak; Dajak,Malaysians,1951-52; 1953-54,3.0,Tropical Rainforest,Af,,,Southeast Borneo Malay,Austronesian,"Austronesian, Malayo-Polynesian, Malayic, Borneo Malay",,sout3190,Malaysia,14862,,"Dayak is a collective name for subgroups living in Borneo, Indonesia, each group having its own dialect, customs, laws, territory, and culture. Life centers around planting rice—months are named according to paddy farming activities. They also plant cash crops like rubber, pepper, cocoa, pumpkin, corn, cucumber, and cotton for weaving. They were originally animist in belief, although many have converted to Islam and Christianity. Shamans serve to connect heaven, earth, and the underworld, and heal the sick by retrieving their souls, which have wandered into the land of the dead. Their decision-making depends on interpreting omens and divination. Headhunting was once part of Dayak culture, but today they are a peaceful people."
-1.41,98.94,-2.13,99.66,Southeast Asia,Island S E Asia,Greater Sundas,Mentawai Islands,Mentawai,Ono Niha,Warm Latitude Foragers,1992,7.0,Tropical Rainforest,Af,AH-Melanesia,scfal447,Mentawai,Austronesian,"Austronesian, Malayo-Polynesian, Northwest Sumatra-Barrier Islands",ISO 639-3: mwv,ment1249,Indonesia,21220,,
6.01,116.12,5.14,116.88,Southeast Asia,Island S E Asia,Greater Sundas,"Sabah, Borneo",Bajau Laut,Sea Gypsies; Badjaw; Bajau Laut; Bajo; Luwa'an; Pala'au; Sama; Sama Dilaut; Turijene',Warm Latitude Foragers,1953-73,2.0,Tropical Rainforest,Af,,,Bajau Laut,Austronesian,"Austronesian, Malayo-Polynesian, Greater Barito linkage, Sama-Bajaw, Southern Sama",,baja1260,Malaysia,11397,,"The Bajau are an indigenous group living in Northern Borneo, Malaysia. For most of their history they have been a nomadic, seafaring people who sail dangerous seas in small wooden boats and make their living from the sea. Some Bajau have settled in villages, adopting farming and cattle raising as a way of life. The Bajau enjoy colorful festivals and music, and dress in richly colorful clothes. Today most Bajau are Muslims, but many also hold on to their ancestral animistic beliefs. In ritual ceremonies, for example, spirit boats are cast into the sea carrying spirits who might be harmful to the community. They also worship Omboh Dilaut, the god of the sea."
5.25,116.38,5.14,116.88,Southeast Asia,Island S E Asia,Greater Sundas,"Sabah, Borneo",Dusun,Kadazan-Dusun,Malaysians,1953-73,4.0,Tropical Rainforest,Af,AH-Island Malay,scfal534,Coastal Kadazan,Austronesian,"Austronesian, Malayo-Polynesian, North Borneo Malayo-Polynesian, Southwest Sabahan, Dusunic, Kadazan-Dusun",ISO 639-3: kzj,coas1294,Borneo,14840,,"The Dusun are an agglomeration of groups who speak dialects of the Dusunic family language. The majority are mountain people living in the upland valleys of Sabah, Northern Borneo, Malaysia. Their economy is based on rice irrigation. Family gardens grow sweet potato, yam, manioc beans, and other vegetables. Chickens and other fowl are kept along with pigs and water buffalo. The Dusun believe that the mountain is sacred because it is the resting place for their ancestral spirits. Although many Dusun have converted to Christianity and Islam, some still practice animistic beliefs and rituals. They are considered peaceful, hospitable, hard-working, and frugal people."
4.43,116.18,5.14,116.88,Southeast Asia,Island S E Asia,Greater Sundas,"Sabah, Borneo",Nabai Murut,,Malaysians,1953-73,5.0,Tropical Rainforest,Af,AH-Proto Malay,scfal526,Northern Murutic,Austronesian,"Austronesian, Malayo-Polynesian, North Borneo Malayo-Polynesian, Southwest Sabahan, Murutic",,nort3186,Malaysia,21957,,"The Muruts are related peoples inhabiting the interior of N. Borneo and Indonesian Borneo, and practicing shifting cultivation, except for the Nabai Muruts who are wet padi rice farmers. Multiple families live in one structure on stilts; in the center is a Lansaran or spring dance floor for community events"
4.43,116.18,5.14,116.88,Southeast Asia,Island S E Asia,Greater Sundas,"Sabah, Borneo",Tagal Murut,Kalignatu,Malaysians,1961; 1953-73,7.0,Tropical Rainforest,Af,,,Tagal Murut,Austronesian,"Austronesian, Malayo-Polynesian, North Borneo Malayo-Polynesian, Southwest Sabahan, Murutic",ISO 639-3: mvv,taga1273,Malaysia,30095,,"The Muruts are related peoples inhabiting the interior of N. Borneo and Indonesian Borneo, and practicing shifting cultivation, except for the Nabai Muruts who are wet padi rice farmers. Multiple families live in one structure on stilts; in the center is a Lansaran or spring dance floor for community events"
1.59,110.27,2.28,113.07,Southeast Asia,Island S E Asia,Greater Sundas,"Sarawak, Borneo",Iban,Sea Gypsies; Sea Dayaks,Malaysians,1961,10.0,Tropical Rainforest,Af,AH-Proto Malay,scfal523,Iban,Austronesian,"Austronesian, Malayo-Polynesian, Malayo-Sumbawan, Ibanic",ISO 639-3: iba,iban1264,Malaysia,16974,,
-4.33,120.25,-1.92,120.43,Southeast Asia,Island S E Asia,Greater Sundas,Sulawesi,Makassarese,Makassar; Mangasara; Mengkasara; Macassar; Taena; Gowa,Warm Latitude Foragers,1996-1997,1.0,Tropical Rainforest/ Monsoon,Af/ Am,PA-East Asian Irrigation,scfal1073,Makasar,Austronesian,"Austronesian, Malayo-Polynesian, South Sulawesi, Makassaric",ISO 639-3: mak,maka1311,Indonesia,30192,,
0.71,101.92,-1.92,120.43,Southeast Asia,Island S E Asia,Greater Sundas,Sulawesi,Petalangan,,Warm Latitude Foragers,1990-97,5.0,Tropical Rainforest,Af,,,Jambi Malay,Austronesian,"Austronesian, Malayo-Polynesian, Malayo-Sumbawan, Malayic, Indonesian Archipelago Malay",ISO 639-3: jax,jamb1236,Indonesia,23612,,
-2.97,119.83,-1.92,120.43,Southeast Asia,Island S E Asia,Greater Sundas,Sulawesi,Toraja,Toradja,Warm Latitude Foragers,1996-1997,1.0,Tropical Rainforest,Af,AH-Island Malay,scfal542,Toraja-Sa'dan,Austronesian,"Austronesian, Malayo-Polynesian, South Sulawesi, Torajic",ISO 639-3: sda,tora1261,Indonesia,27393,,
2.13,98.25,-0.58,101.66,Southeast Asia,Island S E Asia,Greater Sundas,Sumatra,Karo,Toba; Batak Toba,Old Eurasia,1991,1.0,Tropical Rainforest,Af,PA-East Asian Irrigation,scfal1064,Batak Karo,Austronesian,"Austronesian, Malayo-Polynesian, Northwest Sumatra-Barrier Islands, Batakic",ISO 639-3: btx,bata1293,Indonesia,11859,,
4.17,96.25,-0.58,101.66,Southeast Asia,Island S E Asia,Greater Sundas,Sumatra,Minangkabau,Minang; Urang Minang; Suku Minang,Old Eurasia,1992; 1990-97,14.0,Tropical Rainforest,Af,PA-East Asian Irrigation,scfal1075,Minangkabau,Austronesian,"Austronesian, Malayo-Polynesian, Malayo-Sumbawan, Malayic, Minangkabauic",ISO 639-3: min,mina1268,Indonesia,21385,,
0.91,97.5,-0.58,101.66,Southeast Asia,Island S E Asia,Greater Sundas                   ,Sumatra,Nias,Ono Niha,Warm Latitude Foragers,1990; 1991,7.0,Tropical Rainforest,Af,,,Nias,Austronesian,"Austronesian, Malayo-Polynesian, Northwest Sumatra-Barrier Islands, Nias-Sikule",ISO 639-3: nia,nias1242,Indonesia,22617,,
-8.36,115.08,-8.36,115.12,Southeast Asia,Island S E Asia,Lesser Sundas,Bali,Balinese,Suku Bali,Old Eurasia,1931; 1949; 1955; 1966;,12.0,Tropical Rainforest,Af,PA-East Asian Irrigation,scfal1062; scfal1063,Balinese,Austronesian,"Austronesian, Malayo-Polynesian, Malayo-Sumbawan, Bali-Sasak-Sumbawa",ISO 639-3: ban,bali1278,Indonesia,11507,,"The Balinese people are an Austronesian ethnic group and they are native to the  Indonesian island of Bali. Both their language, Balinese, and religion, Balinese Hinduism, demonstrate a Malayo-Polynesian culture. The island of Bali is surrounded by coral reefs and the livelihood of its people comes mostly from agriculture and fishing. Religion is the core of Balinese life and there are many rituals and ceremonies observed throughout the year, which are concerned with maintaining a balance between positive and negative forces. Their religion features a mix of Hindu and Buddhist beliefs combined with Balinese animistic traditions. Balinese people believe that good spirits reside in the mountains and demons in the sea. Balinese culture is known for its dance, shadow puppet theatre, art, and drama. Balinese society is founded on a caste system but there are no untouchables. Each caste has its own language."
-8.58,120.15,-8.62,121.0,Southeast Asia,Island S E Asia,Lesser Sundas,Flores,Manggarai,,Warm Latitude Foragers,1994,5.0,Tropical Rainforest,Af,,,Manggarai,Austronesian,"Austronesian, Malayo-Polynesian, Flores-Sumba-Hawu, Manggaraiic, ",ISO 639-3: mqy,mang1405,Indonesia,27391,,
-8.76,121.21,-8.62,121.0,Southeast Asia,Island S E Asia,Lesser Sundas,Flores,Nage,Flores; Boawae; Boare,Warm Latitude Foragers; Warm Latitude Gardeners,1993; 1994,5.0,Tropical Savannah,Aw,,,Li'o,Austronesian,"Austronesian, Malayo-Polynesian, Flores-Sumba-Hawu, Central Flores",ISO 639-3: ljl,lioo1240,Indonesia,15379,,
-8.67,122.39,-8.62,121.0,Southeast Asia,Island S E Asia,Lesser Sundas,Flores,Sikka,"Krowé; Ata 'Iwang; Ata Kangae; Krowé; Ata Tana ‘Ai; Lamahojan; Sikanese; Sara Sikka; Ata Bi'ang, Ata Krowé; Sika",Warm Latitude Gardeners,1990-97; 1993-1994,7.0,Tropical Savannah,Aw,,,Sika,Austronesian,"Austronesian, Malayo-Polynesian, Flores-Lembata, Sika-Lamaholot",ISO 639-3: ski,sika1262,Indonesia,30022,,"The Ata Krowé (Tana 'Ai) are subsistence horticulturalists, hunters, and gatherers practicing shifting cultivation of rice, maize, and yams, and raising pigs, goats, chickens, horses, and dogs. Their usual vegetable diet is supplemented by meat of animals sacrificed in ceremonies and by deer and wild pigs from the forests, which yield wild fruit and building materials. Their tool kit consists of short steel machetes, small iron knives, and dibble sticks; spears and bows and arrows for hunting; and baskets. Women weave cloth on backstrap looms from thread spun from cotton grown in local gardens. Metal pots, plastic containers, Florenese ceramic pots, and clothing for schoolchildren, are obtained in the markets. At least 3 dialects of Sara Sikka are known."
-8.66,121.41,-8.62,121.0,Southeast Asia,Island S E Asia,Lesser Sundas,Flores,Wogo-Toto,Ngada; Wogo,Warm Latitude Gardeners,1994,6.0,Tropical Savannah,Aw,,,Ngad'a,Austronesian,"Austronesian, Malayo-Polynesian, Flores-Sumba-Hawu, Flores Barat, Central Flores, Ngada",ISO 639-3: nxg,ngad1261,Indonesia,30191,,
-6.17,134.51,-2.26,127.84,Southeast Asia,Island S E Asia,Lesser Sundas,Maluku Islands,Aru,Aru Islanders; Aroe,Warm Latitude Foragers,1940,1.0,Tropical Rainforest,Af,,,Aru,Austronesian,"Austronesian, Malayo-Polynesian, Central Malayo-Polynesian",,aruu1241,Indonesia,10891,,
-7.92,129.75,-2.26,127.84,Southeast Asia,Island S E Asia,Lesser Sundas,Maluku Islands,Babarisla,Babar Islanders,Warm Latitude Foragers,1940,2.0,Tropical Savannah,Aw,,,Babar,Austronesian,"Austronesian, Malayo-Polynesian, Central Malayo-Polynesian",,baba1274,Indonesia,11210,,
-5.64,133.02,-2.26,127.84,Southeast Asia,Island S E Asia,Lesser Sundas,Maluku Islands,Kai Islanders,Kei,Warm Latitude Foragers,1940,1.0,Tropical Rainforest,Af,AH-Melanesia,scfal434,Kei,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Kei-Tanimbar",ISO 639-3: kei,keii1239,Indonesia,18305,,
-2.09,146.88,-2.26,127.84,Southeast Asia,Island S E Asia,Lesser Sundas,Maluku Islands,Manuwoko,Kemak,Warm Latitude Gardeners,1940,1.0,Tropical Rainforest,Af,,,Kemak,Austronesian,"Austronesian, Malayo-Polynesian, Timoric B",ISO 639-3: kem,kema1243,Indonesia,20818,,
-9.88,120.23,-9.74,119.92,Southeast Asia,Island S E Asia,Lesser Sundas,Sumba,Tau Humba,Sumba; Tau Humba,,1986-1989,16.0,Tropical Savannah,Aw,,,Sumba,Austronesian,"Austronesian, Malayo-Polynesian, Flores-Sumba-Hawu, Sumba-Hawu",,sumb1243,Indonesia,62299,,
