society_id,Society_latitude,Society_longitude,Homeland_latitude_of_diasporic_peoples,Homeland_longitude_of_diasporic_peoples,Area_latitude,Area_longitude,Region,Division,Subregion,Area,society,alternative_names,People,People_alternative_names,People2,People3,Preindustrial_Style_clusters,Focal_years,Koppen_climate_terrain,Koppen_code,Preindustrial_Subsistence_taxon,Taxon_id,cantometrics_samplesize,minutage_samplesize,parlametrics_samplesize,phonotactics_samplesize,Language,ISO6393,GlottoID,LevelGlottoID,LangLevParent,FamilyLevGlottocode,Country,Country_id,Society_summary,Notes_1,Notes_2,Culture Sources
12783,3.16,11.64,,,2.17,11.34,Africa,Central Africa,W Equatorial Coast,S Cameroon/ Equatorial Guinea/ N Gabon,Bulu,Boulou; Beti-Pahuin,Beti-Pahuin W Equatorial Bantu,,Fang Peoples,West & Central African Peoples,Tropical Gardeners,1954,"Tropical Savannah, Monsoon","Aw, Am",AH-Tropical Forest,scfal725,13.0,10.0,,10.0,Bulu (Cameroon),ISO 639-3: bum,bulu1251,language,bulu1251,atla1278,Cameroon; Equatorial Guinea; Gabon,,,,,@Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottobulu1251 @Ethnobum @WikiBeti-Pahuin @Lomax1966-72Minutage @Lomax1961-62Phonotactics
11342,-0.46,30.55,,,-0.69,30.54,Africa,East Africa,Great Lakes Africa,"Former Ankole Kingdom, S W Uganda",Bahima,Hema; Hima; Huma,Banyankole E Bantu,,,East African Peoples,Tropical Gardeners,1962-63,Tropical Savannah,Aw,P-African Cattle Nomads,scfal1000,13.0,,,4.0,Hima,ISO 639-3: nyn,hima1248,dialect,nyan1307,atla1278,Uganda,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottohima1248 @WikiAnkole @Ethnonyn @ArensbergLomax1977Subsistence @Lomax1961-62Phonotactics
25466,-17.36,30.19,,,-19.44,29.87,Africa,Southern Africa,E Southern Africa,Zimbabwe,Shona Karanga,Southern Shona,Shona S E Bantu,,,Southern African Peoples,Tropical Gardeners,1949; 1951; 1957,Humid Subtropical,Cwa,AH-Savannah,scfal926,13.0,,,,Shona,ISO 639-3: sna,shon1251,language,shon1251,atla1278,Zimbabwe,,"The Shona Karanga are a group of Bantu people in Zimbabwe and neighboring countries. They have strong kinship connections and are traditionally subsistence farmers, growing maize, yams, beans, bananas, and herding cattle and goats. The dominant feature of Shona religion is the belief in animism and ancestor worship. Ancestors communicate through spirit mediums to protect their descendants. They also believe in Mwari, the supreme creator who rules over all spirits. Shona are known for their artistic abilities in creating stone sculptures, pottery, and ironwork.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoshon1251 @Ethnosna @WikiShona
14675,14.35,-3.61,,,13.69,-2.96,Africa,West Africa,Interior West Africa,"Central Plateau, Mali/ Burkina Faso",Dogon,Dogom,Dogon Peoples,,,West & Central African Peoples,Tropical Gardeners,1956; 1965;,Semi Arid Steppe Hot,BSh,AH-Sudan,scfal619,13.0,,,11.0,Bankan Tey Dogon,,bank1259,language,bank1259,dogo1299,Burkina Faso; Mali,,"The Dogon live in the central plateau region of Mali and build their dwellings along the sides of the Bandiagara Escarpment, a sandstone cliff as high as 1,640 feet that divides their land. They are subsistence farmers who grow millet, sorghum, rice, and vegetables and raise goats, sheep, and chickens. They live in villages headed by the Hogon, a spiritual leader elected among the oldest men of the village. The Dogon are known for their masks, which represent the first human beings, and for their sacred sculptures and architecture.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiDogon @Glottobank1259 @Lomax1961-62Phonotactics
23970,18.22,-66.59,,,18.27,-66.61,Central America,N Caribbean,Greater Antilles,Puerto Rico,Boricua,Jíbaro; Boriqua; Puerto Rico Folk; Puerto Ricans; Puertorriqueños,Puerto Ricans,,,Caribbean Mestizos,Western Europe,1950; 1956; 1967; 1971; 1975; 1950s;,Monsoon,Am,PA-Europe,scfal1120,13.0,,3.0,,Puerto Rican Spanish,,puer1238,dialect,stan1288,indo1319,Puerto Rico,,,,,@Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiJibaro @Glottopuer1238 @Lomax1971-72Parlametrics
16457,25.01,115.69,,,23.89,116.42,East Asia,China,S China,Southern Hills,Hakka,Hakka Han,Hakka S Han,,,Han Chinese Peoples,Old Eurasia,1963; 1970s; 1980s;,Warm Oceanic Humid Subtropical,Cfa,PA-East Asian Irrigation,scfal1068,13.0,,,,Hakka Chinese,ISO 639-3: hak,hakk1236,language,hakk1236,sino1245,China,,"At first, the Hakka were North Chinese; however, during the fall of the Nan (Southern) Song dynasty in the 1270s, they moved to South of China. Their origins remain ambiguous, but the people who became the Hakka are assumed to have lived initially in Henan and Shanxi provinces in the Huang He (Yellow River) valley. The name Hakka, meaning “guests” or “stranger families” in Cantonese, refers to a group of skilled and hardworking agricultural people who migrated south in China from the area around the Yellow River in the north beginning around the 4th century C.E. They were known for their ability to farm areas others considered wasteland. Hakka women worked the land and were not constrained by bound feet. Often in conflict with other groups for land and resources, they historically built circular, multistoried, fortress-like structures to defend their communities.",,,@Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottohakk1236 @Ethnohak @WikiHakka
10973,43.33,-5.99,,,43.4,-6.16,Europe,Southern Europe,N Spain,Asturias,Asturias,Vaqueiro,Asturianos,,Northern Iberians,Latin Peoples,Western Europe,1952,Temperate No Dry Season/ Warm Summer,Cfb,,,13.0,,,,Asturian,,astu1246,dialect,astu1245,indo1319,Spain,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoastu1246 @WikiAsturians
14136,35.63,-95.96,,,36.8,-97.16,North America,United States,Great Plains/ Central US,"Kay Cty, Oklahoma",Mvskoke,Creek; Muskogee,Creek Muskogean,,,Plains Peoples,Circum-Pacific Hunter/ Foragers,1943; 1955-65,Warm Oceanic Humid Subtropical,Cfa,I-Eastern,scfal351,13.0,,,,Creek,ISO 639-3: mus,cree1270,language,cree1270,musk1252,United States,,"The Muscogee, also known as the Mvskoke, Creek and the Muscogee Creek Confederacy, are a related group of indigenous peoples of the Southeastern Woodlands.Their original homelands are in what now comprises southern Tennessee, all of Alabama, western Georgia and part of northern Florida.Most of the original population of the Muscogee people were forcibly relocated from their native lands in the 1830s during the Trail of Tears to Indian Territory (now Oklahoma). Some Muscogee fled European encroachment in 1797 and 1804 to establish two small tribal territories that continue to exist today in Louisiana and Texas. Another small branch of the Muscogee Creek Confederacy managed to remain in Alabama and is now known as the Poarch Band of Creek Indians. The Mvskoke are a confederacy of tribes centered in E. Oklahoma. They originally lived in central Georgia, but were forcibly relocated in 1836-1840. They are matrilineal, and grow maize, beans, and squash, supplemented by hunting and gathering.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottocree1270 @Ethnomus @WikiMuscogee
17282,42.21,-79.0,,,43.64,-77.93,North America,United States/ Canada,Great Lakes/ N E Woodlands,Lake Ontario,Onödowáʼga꞉ (Seneca),Seneca; Haudenosaunee; Iroquois,Haudenosaunee,Six Nations; Iroquois,Iroquoian Peoples,Northeast Woodlands Peoples,Circum-Pacific Hunter/ Foragers,1941; 1945; 1957,Temperate Continental,Dfb,I-Eastern,scfal357,13.0,6.0,,,Seneca,ISO 639-3: see,sene1264,language,sene1264,iroq1247,Canada; United States,,"The Haudenosaunee confederacy of Mohawk, Oneida, Cayuga, Seneca, Onondaga, and Tuscarora occupied S. Ontario and Quebec, NY, PA, WI and OK, trading with E. Coast tribes. After Europeans came they maintained autonomy by joining the fur trade and playing French and British against each other. After the Seven Years' War the Haudenosaunee lost influence and were reduced to their present reservations around Lake Ontario and Wisconsin.","Previously this society was named ""Haudenosaunee"". In August 2021 it was renamed Onödowáʼga꞉ (Seneca) and assigned glottolog language sene1264 based on the metadata associated with song recordings.",,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottosene1264 @WikiIroquois @WikiSenecaPeople @Ethnosee @Lomax1966-72Minutage
19702,68.72,22.11,,,69.11,24.42,North Eurasia,Arctic Circle,N Fennoscandia,Sapmi,W Sáami,Lapps; Saami; Same; W Saami; Laplanders,Sáami Finno-Ugric Peoples,,Sami Peoples,Uralic Peoples,Circum-Pacific Hunter/ Foragers,1955,Ice Cap,EF,AH-Siberia,scfal414,13.0,10.0,,10.0,North Saami,,nort2671,language,nort2671,ural1272,Finland; Norway; Russia; Sweden,,"For a long time, in the Scandinavian countries, where the Sami people live, the use of the Sami languages in schools and public life was banned. Nevertheless, in the mid of the 20th century, attention was drawn to the issues of the Sami minority. The goverments became more decisive in attempts to maintain the Sami culture and traditional society through the use and exercise of Sami language in schools and the reindeer pastures' preservation.  The Saami are indigenous to Sápmi, the northern tundra rof Norway, Finland, and Sweden, and the Kola Peninsla of Russia. They're reindeer herders whose languages belong to the Uralic family. Their joik singing is comprised of nonsense words set to fixed melodies; short descriptive sentences and names are occasionally interspersed.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiSami @Glottonort2671 @Lomax1966-72Minutage @Lomax1961-62Phonotactics
16809,43.06,141.35,,,43.44,142.63,North Eurasia,E North Eurasia,N Japan,Hokkaidō,Hokkaido Ainu,Ezo; Yezo; Yeso; Yesso,Ainu,,N Eurasian Peoples,Ainu Peoples,Old Eurasia,1943; 1954; 1957; 1959; Pre-1939,Warm Continental Humid,Dfa,,,13.0,5.0,1.0,7.0,Hokkaido Ainu,ISO 639-3: ain,ainu1240,language,ainu1240,ainu1252,Japan,,"For extended period of time, Hokkaido was inhabitance of the aboriginal Ainu peoples. Previously, the territory was called Yezo; in 1869, it was renamed Hokkaido, which means ""North Sea Province"", after major Japanese settlement. Later, most Ainu adapted Japanese culture under the growing Japanese presence; however,handful numbers of Ainu people have kept their Ainu identity and culture, mainly in northern Hokkaido.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoainu1240 @Ethnoain @WikiAinu @Lomax1966-72Minutage @Lomax1971-72Parlametrics @Lomax1961-62Phonotactics
28898,61.71,133.98,,,61.14,126.59,North Eurasia,E North Eurasia,Russian Far East,Lena R,Yakut,Sakha; Caxa,N Siberian Turkic Peoples,,,North Eurasia Turkic Peoples,Central Asia,1957; 1962,Subarctic,Dfd,P-Central Asian,scfal1014,13.0,,1.0,,Sakha,ISO 639-3: sah,yaku1245,language,yaku1245,turk1311,Russia,,"The Yakut of the Middle Lena River basin and the Aldan and Vilyuy rivers in Siberia, have been described as the 'aristocrats of the tundra' due to the differences between them and other Siberian peoples. The Yakut, or Sakhera, are a northern Turkic people and primarily pastoralist, whereas their neighbors were hunters and fishers. Yakut people believed in a spirit world. The Yakut exercised a form of totemism (faith in which people hold a religious connection with a spirit-being, for example a plant or animal) by which way, every clan or family had an animal guardian which they were prohibited to kill or call by name. The Yakut people's historical beliefs clam that the universe was constructed of three worlds: the upper world which was populated by gods, the middle world was occupied by people and spirits, and the lower world was the home of evil spirits. ",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoyaku1245 @Ethnosah @WikiYakuts @Lomax1971-72Parlametrics
19025,-5.62,147.86,,,-5.63,147.94,Oceania,Melanesia,Bismarck Archipelago,Umboi Island,Kovai,Kobai; Kowai,E Huon Papuan,,,Melanesian Peoples,Warm Latitude Gardeners,1980,Tropical Rainforest,Af,,,13.0,,,,Kovai,ISO 639-3: kqb,kova1243,language,kova1243,nucl1709,Papua New Guinea,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottokova1243 @Ethnokqb @WikiKovai
14664,-9.57,150.67,,,-9.49,150.44,Oceania,Melanesia,Papua New Guinea,D'Entrecasteaux Islands,Dobu,Dobuan,Papuan Tip Austronesian,,,Melanesian Peoples,Warm Latitude Gardeners,1980-82,Tropical Rainforest,Af,AH-Western Maritimes,scfal476,13.0,,,,Dobu,ISO 639-3: dob,dobu1241,language,dobu1241,aust1307,Papua New Guinea,,"Swidden horticulture is the main occupation of the Dobu, their main crop being yams whose cultivation dominates the Dobu yearly cycle. People without their own yam strains are ""beggars"" and find it hard to marry. Indigenous crops are plantain, taro, sago, and sugarcane; introduced crops include sweet potatoes, manioc, pumpkins, maize. Fishing is important, sand in forested areas men hunt wild pigs, birds, and cuscus. Pigs, dogs, and chickens are kept for domestic and exchange.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottodobu1241 @Ethnodob @WikiDobu
20835,-38.29,176.54,,,-38.97,175.39,Oceania,New Zealand,New Zealand,North Island,Maori,Paratonga,E Polynesian Austronesian,,,Polynesian Peoples,Warm Latitude Gardeners,1919; 1949; 1950; 1950-55; Before 1909,Temperate Oceanic,Cfb,I-Amazon,scfal315,13.0,8.0,,9.0,Maori,ISO 639-3: mri,maor1246,language,maor1246,aust1307,New Zealand,,The Māori people are the native Polynesian people of New Zealand. The Māori migrated from Polynesia to New Zealand in the 13th century C.E. Centuries of isolation resulted in their developing their own language and creating a unique culture with a rich mythology and distinctive art forms rooted in Polynesia. A warrior society developed and war between clans was common. Māori exhibit their heritage and cultural Polynesian identity through song and dance.  ,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Ethnomri @WikiMaori @Glottomaor1246 @Lomax1966-72Minutage @Lomax1961-62Phonotactics
16611,19.63,-155.43,,,21.03,-156.84,Oceania,Polynesia,N Polynesia,Hawai'ian Archipelago,Native Hawai'i,,E Polynesian Austronesian,,,Polynesian Peoples,Warm Latitude Gardeners,1936; 1950; 1958; 1992,Monsoon,Am,AH-Eastern Maritimes,scfal500,13.0,,2.0,,Hawaiian,ISO 639-3: haw,hawa1245,language,hawa1245,aust1307,United States,,"The Native Hawaiian people are the Aboriginal Polynesians of the Hawaiian Islands. In other occasions it was determined that they most likely descendants of the Aboriginal Polynesian people. Native Hawaiians, themsleves, find their origins back to the native Polynesian settlers of Hawaiʻi.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Ethnohaw @WikiNativeHawaiians @Glottohawa1245 @Lomax1971-72Parlametrics
62528,21.14,79.08,,,19.61,75.85,South Asia,India,C India/ Central Tribes Area,Maharashtra,Northern Gondi,,Gond/ S Dravidians (Ethnic Peoples),,Central Indian Peoples,Dravidian Peoples,Warm Latitude Gardeners,1952; 1948-1950; 1950's-60's; 1953,Tropical Savannah,Aw,,,13.0,10.0,,,Northern Gondi,,nort2702,language,nort2702,drav1251,India,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiGondi @Glottonort2702 @Lomax1966-72Minutage
16750,19.12,84.19,,,18.19,82.24,South Asia,India,E C India/ E Central Tribes Area,Odisha,Hill Saora,Saora; Sora; Saura; Savara; Sabara,Mundaic (Ethnic Peoples),,E Central Hills Peoples,Austroasiatic Peoples,Warm Latitude Gardeners,1963-64;,Tropical Savannah,Aw,,,13.0,,,,Sora,ISO 639-3: srb,sora1254,language,sora1254,aust1305,India,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottosora1254 @Ethnosrb @WikiSora
28117,26.84,80.94,,,27.38,80.0,South Asia,India,N C India/ N Central Tribes Area,Uttar Pradesh,Uttar Pradesh,,Uttar Pradesh Hindi,,Gangetic Plain Peoples,Indo-Aryan Northern,Old Eurasia,1952; 1972; 1972-99,"Temperate, Dry Winter, Hot Summer",Cwa,PA-Middle East,scfal1202,13.0,,,,Bhojpuri,,bhoj1244,language,bhoj1244,indo1319,India,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiUttarPradesh @WikiLucknow @Glottobhoj1244
18371,10.85,76.27,,,9.8,76.58,South Asia,India,Western Ghats,Kerala,Kerala,Keralam,Malayali,,Western Ghats Peoples,Dravidian Peoples,Old Eurasia,1957; 1961; 1968,Monsoon ,Am,PA-Middle East,scfal1161,13.0,10.0,1.0,,Malayalam,ISO 639-3: mal,mala1464,language,mala1464,drav1251,India,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiKeralaEthnicGroups @WikiKerala @Glottomala1464 @Lomax1966-72Minutage @Lomax1971-72Parlametrics
27765,38.96,35.24,,,38.58,35.76,Western Asia,Anatolia,C Anatolia Reg,Kayseri Prov,Turkey,Turk; Turkish; Türkler,Turkish Turkic Peoples,,Anatolian Peoples,Anatolia Turkic Peoples,Old Eurasia,1952; 1953; 1970s; 1980s;,"Temperate, Dry Summer, Warm Summer",Csb,PA-Middle East,scfal1201,13.0,10.0,1.0,,Turkish,ISO 639-3: tur,nucl1301,language,nucl1301,turk1311,Turkey,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottonucl1301 @Ethnotur @WikiKayseri @Lomax1966-72Minutage @Lomax1971-72Parlametrics
16666,57.22,-7.34,,,58.15,-6.79,Europe,Western Europe,Western Isles of Scotland,Outer Hebrides,South Uist,Innse Gall,Hebrideans,,Gaelic Scots,Celtic Peoples,Old Europe,1951; 1952,Temperate No Dry Season/ Warm Summer,Cfb,PA-Europe,scfal1105; scfal1106,14.0,,,,Scottish Gaelic,ISO 639-3: gla,scot1245,language,scot1245,indo1319,Scotland,,,,,@Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoscot1245 @Ethnogla @WikiSouthUist
16930,41.12,-123.68,,,39.6,-122.11,North America,United States,N W California,N Central Valley,Natinixwe,Hupa: Natinook-wa,Hupa Pacific Coast Athabaskan,,,California Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1947; 1956; 1954-56; 1978-80,Temperate Mediterranean,Csb,HF-Northwest Coast,scfal216,14.0,,,,Hupa-Chilula,ISO 639-3: hup,hupa1239,language,hupa1239,atha1245,United States,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottohupa1239 @Ethnohup @WikiHupa
28084,-2.08,147.05,,,-2.07,146.97,Oceania,Melanesia,Bismarck Archipelago,Admiralty Islands,Usiai,Lele,Buin S Bougainville,,,Melanesian Peoples,Warm Latitude Foragers,1953; 1954,Tropical Rainforest,Af,AH-Melanesia,scfal459,14.0,,,8.0,Lele (Papua New Guinea),,lele1270,language,lele1270,aust1307,Papua New Guinea,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiManus @Glottolele1270 @Lomax1961-62Phonotactics
14378,-3.77,138.22,,,-3.27,139.4,Oceania,Melanesia,"Papua, Indonesia","Baliem Valley, C Papuan HIghlands",Dani,Ndani; Lani,Dani Papuan,,,Melanesian Peoples,Warm Latitude Gardeners,1961; 1973,Tropical Rainforest,Af,AH-Melanesia,scfal429,14.0,,1.0,,Mid Grand Valley Dani,,midg1235,language,midg1235,nucl1709,Papua New Guinea,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiDani @Glottomidg1235 @Lomax1971-72Parlametrics
14999,-4.47,140.03,,,-4.41,140.03,Oceania,Melanesia,"Papua, Indonesia","Eipo R, Eipomek Valley",Eipo,Maṣreyyīn; Lik; Eiopdumanang; Goliath; Kimyal; Mek,Mek Papuan,,,Melanesian Peoples,Warm Latitude Foragers,1973,Tropical Rainforest,Af,,,14.0,,,,Eipomek,ISO 639-3: eip,eipo1242,language,eipo1242,nucl1709,Indonesia,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoeipo1242 @Ethnoeip @WikiEipo
10847,-26.8,-65.21,,,-25.51,-64.21,South America,C South America,Gran Chaco,Chaco Austral,Tucuman Gaucho,,Gaucho Mestizos,,Gauchos,South American Criollos/ Mestizos,Nuclear America,1960; 1941-46,"Temperate, Dry Winter, Hot Summer",Cwa,PA-Europe,scfal1088,14.0,,,,Rioplatense Spanish,,riop1234,dialect,stan1288,indo1319,Argentina,,,,,@Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiGaucho @Glottoriop1234
21385,-0.6,100.63,,,-0.58,101.66,Southeast Asia,Island S E Asia,Greater Sundas,Sumatra,Minangkabau,Minang; Urang Minang; Suku Minang,Minangkabau Peoples,,,Indonesian Peoples,Old Eurasia,1992; 1990-97,Tropical Rainforest,Af,PA-East Asian Irrigation,scfal1075,14.0,,,,Minangkabau,ISO 639-3: min,mina1268,language,mina1268,aust1307,Indonesia,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiMinangkabau @Glottomina1268
26808,4.97,101.44,,,3.87,102.15,Southeast Asia,Mainland S E Asia,Indochinese Peninsula,Malay Peninsula,Temiar,,Senoi Peoples,,,Malay Peninsula Indigenous Peoples,Warm Latitude Foragers,1941; 1963;,Tropical Rainforest,Af,,,14.0,7.0,,11.0,Temiar,ISO 639-3: tea,temi1246,language,temi1246,aust1305,Malaysia,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiTemiar @Glottotemi1246 @Lomax1966-72Minutage @Lomax1961-62Phonotactics
29228,17.48,23.46,,,15.42,22.93,Africa,Northern Africa,E Sahara,E Chad/ W Sudan,Zaghawa,Zakhawa; Beri,Zaghawa Saharan Peoples,,,North African Peoples,African Pastoralists,1967,Warm Desert,BWh,,,15.0,,,,Beria,ISO 639-3: zag,zagh1240,language,zagh1240,saha1256,Chad,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottozagh1240 @Ethnozag @WikiZaghawa
22243,36.21,-110.08,,,37.01,-109.05,North America,United States,Southwest US,Arizona/ Utah/ New Mexico,Diné (Navaho),Navajo; Diné; Naabeehó; Navaho; Dene,Navajo S Athabaskan,,,Southwest Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1949; 1961; 1963; 1969; 1940-50,Temperate Continental/ Humid,Dfb,I-Desert,scfal376,15.0,9.0,1.0,10.0,Navajo,ISO 639-3: nav,nava1243,language,nava1243,atha1245,United States,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottonava1243 @Ethnonav @WikiNavajo @Lomax1966-72Minutage @Lomax1971-72Parlametrics @Lomax1961-62Phonotactics
16963,-4.31,143.32,,,-4.23,143.34,Oceania,Melanesia,Papua New Guinea,East Sepik Prov,Iatmul,Sepik; Iatmoi,Ndu,,,Melanesian Peoples,Warm Latitude Gardeners,1953; 1967; 1968; 1972; 1920s,Tropical Rainforest,Af,AH-Melanesian Shoreside,scfal465,15.0,,,,Iatmul,ISO 639-3: ian,iatm1242,language,iatm1242,nduu1242,Papua New Guinea,,"Living in autonomous villages along the middle of Sepik River, in Papua New Guinea, the Iatmul are a big indigenous group of about 10,000 people. In surrounding regions, they are famous for their distinctive art work. The Iatmul are part of an extensive trade network with neighboring groups, especially the Chambri and the Sawos. Their traditional subsistence practices are based on women’s activities of gardening and fishing. Men’s activities traditionally included clearing land for gardens, building houses and fences, carving drums and masks, and sitting in the men’s house chewing betel nut and exchanging stories and ritual knowledge.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoiatm1242 @Ethnoian @WikiIatmul
14037,-21.24,-159.74,,,-21.24,-159.74,Oceania,Polynesia,Cook Islands,Rarotonga,Cook Islands Maori,Kūki 'Āirani; Kuki Airani﻿,E Polynesian Austronesian,,,Polynesian Peoples,Warm Latitude Gardeners,1930; 1950; 1992; Unknown;,Tropical Rainforest,Af,AH-Eastern Maritimes,scfal496,15.0,,,,Southern Cook Island Maori,,raro1241,language,raro1241,aust1307,Cook Islands,,The Māori migrated from Polynesia to New Zealand in the 13th century C.E. Centuries of isolation resulted in their developing their own language and creating a unique culture with a rich mythology and distinctive art forms rooted in Polynesia. A warrior society developed and war between clans was common.,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiCookIsl @Glottoraro1241
62456,2.7,-76.83,,,4.26,-77.42,South America,N W South America,N Andes,Pacific Colombia,Pacific/ Chocó,Palenquero; Afro-Colombian,Afro-Colombian,,S & C Am African & Creole Peoples,Afro-Colombian Peoples,,1956; 1960-61; 1965; 2005; 2012,Tropical Rainforest,Af,,,15.0,,,,Andean Spanish,,ande1249,dialect,stan1288,indo1319,Colombia,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiAfro-Colombians @Glottoande1249
17474,5.64,101.54,,,3.87,102.15,Southeast Asia,Mainland S E Asia,Indochinese Peninsula,Malay Peninsula,Jahai,Jehai,Semang Peoples,,,Malay Peninsula Indigenous Peoples,Warm Latitude Foragers,1963,Tropical Rainforest,Af,C-Africa,scfal8,15.0,,,,Jehai,ISO 639-3: jhi,jeha1242,language,jeha1242,aust1305,Malaysia,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottojeha1242 @Ethnojhi @WikiJahai @ArensbergLomax1977Subsistence
20813,-3.11,129.43,,,-2.07,146.97,Oceania,Melanesia,Bismarck Archipelago,Admiralty Islands,Manus,,Manus Austronesian,,,Melanesian Peoples,Warm Latitude Foragers,1953; 1954; 1953-54,Tropical Rainforest,Af,HF-Manus,scfal235,16.0,12.0,,12.0,Titan,,tita1241,language,tita1241,aust1307,Papua New Guinea,,"The subsistence base for rural Manus is swidden agriculture on the mainland, fishing for islanders. Farming people harvest sago palms and tree fruits and nuts, and grow taro, sweet potatoes, leafy greens, and bananas. Islanders catch reef fish and some pelagic species, as well as shark or sea turtle. Most maintain coconut palms for food, cooking oil and copra and cocoa for sale. Famiies grow greens, squash, sugarcane, and bananas, areca (betel) nuts, and betel peppers. Pigs are important for feasts.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiManus @Glottotita1241 @Lomax1966-72Minutage @Lomax1961-62Phonotactics
